spine_rank	module	id	token_count	char_count	statement
9	pentad_omega_subtractive_umk	S-1628	11	87	Delta-Pentad is a five-receipt redundancy bundle that makes hinge certification honest.
9	pentad_omega_subtractive_umk	S-1629	9	57	Delta-Pentad requires all five receipts to concur on CRL.
9	pentad_omega_subtractive_umk	S-1630	9	62	Any single Delta-Pentad receipt failure routes claim to Theta.
9	pentad_omega_subtractive_umk	S-1631	6	54	Delta-Pentad is required before AND-to-LOCK promotion.
9	pentad_omega_subtractive_umk	S-1632	9	73	Delta-Pentad is evaluated on CRL-quantized hats after dyadic aggregation.
9	pentad_omega_subtractive_umk	S-1633	10	75	Delta-Pentad decisions must persist under meter swap and window re-banding.
9	pentad_omega_subtractive_umk	S-1634	6	50	Delta-Pentad spread reporting uses lattice counts.
9	pentad_omega_subtractive_umk	S-1635	7	48	Slope-spread above 0.01 is Delta-Pentad failure.
9	pentad_omega_subtractive_umk	S-1636	10	61	Receipt 1 is phase conjugacy with phase cancellation at lock.
9	pentad_omega_subtractive_umk	S-1637	7	65	Phase conjugacy includes dual-gap criterion Delta-kappa <= delta.
9	pentad_omega_subtractive_umk	S-1638	8	59	Receipt 2 is ratio reciprocity with partner reconciliation.
9	pentad_omega_subtractive_umk	S-1639	8	61	Ratio reciprocity requires R-prime times R approximately one.
9	pentad_omega_subtractive_umk	S-1640	8	70	Ratio reciprocity requires partner regression slope approximately one.
9	pentad_omega_subtractive_umk	S-1641	11	77	Receipt 3 is BQ product requiring QGamma approximately omega0 across regimes.
9	pentad_omega_subtractive_umk	S-1642	12	77	Receipt 4 is entropy budget with bounded on-ratio entropy and off-ratio rise.
9	pentad_omega_subtractive_umk	S-1643	6	49	Entropy anomalies flag hazard under Delta-Pentad.
9	pentad_omega_subtractive_umk	S-1644	11	71	Receipt 5 is mirror overlap agreement across meters and dyadic rollups.
9	pentad_omega_subtractive_umk	S-1645	7	70	Delta-Pentad motivation is over-determination against fabricated fits.
9	pentad_omega_subtractive_umk	S-1646	7	59	Delta-Pentad enforces objectivity across meters and scales.
9	pentad_omega_subtractive_umk	S-1647	8	50	Each failed receipt emits a typed refusal witness.
9	pentad_omega_subtractive_umk	S-1648	9	65	Pentad sweep begins with CRL quantization and dyadic aggregation.
9	pentad_omega_subtractive_umk	S-1649	12	86	Pentad phase check requires Delta-kappa<=delta and phase cancellation at lock windows.
9	pentad_omega_subtractive_umk	S-1650	13	100	Pentad reciprocity check requires partner map slope and reciprocal product constraints within walls.
9	pentad_omega_subtractive_umk	S-1651	13	94	Pentad BQ check verifies QGamma≈omega0 on/near/off-ratio with detune-aware linewidth behavior.
9	pentad_omega_subtractive_umk	S-1652	14	106	Pentad entropy check requires bounded on-ratio entropy and monotone off-ratio rise without anomalous dips.
9	pentad_omega_subtractive_umk	S-1653	13	97	Pentad mirror check requires overlap/mirror agreement after meter swap and fine-to-coarse rollup.
9	pentad_omega_subtractive_umk	S-1654	10	61	Pentad decision requires all five plus hinge pass to proceed.
9	pentad_omega_subtractive_umk	S-1655	6	47	Any Pentad failure returns Theta<receipt-type>.
9	pentad_omega_subtractive_umk	S-1656	12	82	Pentad invariants require CRL walls and meter-swap survival for all five receipts.
9	pentad_omega_subtractive_umk	S-1657	9	71	Pin precedence phase-topology-closure gates merge stage used by Pentad.
9	pentad_omega_subtractive_umk	S-1658	7	48	Topology illegality voids closure and BQ claims.
9	pentad_omega_subtractive_umk	S-1659	11	61	Hazard veto can reject claim even if subset of receipts pass.
9	pentad_omega_subtractive_umk	S-1660	11	87	Pentad evidence is formalized in Hinge Objectivity axioms with Subtractive Sufficiency.
9	pentad_omega_subtractive_umk	S-1661	11	90	BQ reciprocity regimes provide predictive transitions for on-ratio and off-ratio behavior.
9	pentad_omega_subtractive_umk	S-1662	11	82	Dossier parity requires overlap/mirror tables, hinge spreads, and hazard timeline.
9	pentad_omega_subtractive_umk	S-1663	9	74	Pentad falsifier is single-receipt reproducible failure while others pass.
9	pentad_omega_subtractive_umk	S-1664	11	79	Pentad falsifier is meter-swap pass/fail flip under unchanged hinge conditions.
9	pentad_omega_subtractive_umk	S-1665	10	72	Pentad falsifier is topology-illegal case with apparent closure/BQ pass.
9	pentad_omega_subtractive_umk	S-1666	9	49	Pentad is stronger than standalone R^2 hinge fit.
9	pentad_omega_subtractive_umk	S-1667	7	49	Pentad adds redundancy not new tuning parameters.
9	pentad_omega_subtractive_umk	S-1668	12	93	Pentad methods must declare partner maps, walls, phase-gap delta, and reciprocity tolerances.
9	pentad_omega_subtractive_umk	S-1669	13	75	Pentad methods must run sweep at each dyadic level and log lattice spreads.
9	pentad_omega_subtractive_umk	S-1670	7	48	Pentad methods must attach typed fail witnesses.
9	pentad_omega_subtractive_umk	S-1671	14	106	Pentad methods must include overlap/mirror tables, hazard timeline, hinge panels, and tolerance signature.
9	pentad_omega_subtractive_umk	S-1672	13	88	Pentad methods must run Five Subtractions after Pentad+hinge pass for key certification.
9	pentad_omega_subtractive_umk	S-1673	10	66	Pentad cheap falsifier is BQ anomaly on-ratio with pins satisfied.
9	pentad_omega_subtractive_umk	S-1674	12	93	Pentad cheap falsifier is reciprocity inconsistency between product and partner slope claims.
9	pentad_omega_subtractive_umk	S-1675	11	74	Pentad cheap falsifier is mirror non-agreement after meter swap or rollup.
9	pentad_omega_subtractive_umk	S-1676	11	79	Pentad plain-language rule is five angle-check concurrence on same 3DL lattice.
9	pentad_omega_subtractive_umk	S-1677	7	61	Omega-Sieve is global forbidden-set pruning before transport.
9	pentad_omega_subtractive_umk	S-1678	11	82	Omega-Sieve applies local DeltaQ tests then propagates constraints to fixed point.
9	pentad_omega_subtractive_umk	S-1679	8	78	Omega-Sieve outputs forced corridor, ambiguous residual, or collapse-to-Theta.
9	pentad_omega_subtractive_umk	S-1680	8	48	Omega-Sieve is CRL/3DL lawful and hazard primed.
9	pentad_omega_subtractive_umk	S-1681	4	40	Omega-Sieve produces auditable receipts.
9	pentad_omega_subtractive_umk	S-1682	14	80	Omega-Sieve inputs are winter seed hats, codex maps, and candidate graph G(V,E).
9	pentad_omega_subtractive_umk	S-1683	11	90	Omega-Sieve uses thresholds epsilon_theta, epsilon_pi, Hc, k_star, and C_max with budgets.
9	pentad_omega_subtractive_umk	S-1684	15	110	Local DeltaQ computes vector of phase, reciprocity, order, closure, eligibility, and hazard deltas per vertex.
9	pentad_omega_subtractive_umk	S-1685	5	48	DeltaQ eliminates vertices exceeding tolerances.
9	pentad_omega_subtractive_umk	S-1686	7	45	DeltaQ is idempotent and cannot be overruled.
9	pentad_omega_subtractive_umk	S-1687	13	117	Omega propagation tightens neighbors via reciprocity, budget deduction, scale inheritance, and topology conservation.
9	pentad_omega_subtractive_umk	S-1688	11	83	Propagation removes newly violating vertices and iterates until stable fixed point.
9	pentad_omega_subtractive_umk	S-1689	11	77	Forced corridor outcome is one connected component with consistent pin order.
9	pentad_omega_subtractive_umk	S-1690	13	101	Ambiguous residual outcome is multiple components with identical Boolean path requiring ranking only.
9	pentad_omega_subtractive_umk	S-1691	10	64	Collapse outcome is empty frontier and Theta with sieve witness.
9	pentad_omega_subtractive_umk	S-1692	12	84	Omega motivation is turning search into routing by deleting forbidden futures first.
9	pentad_omega_subtractive_umk	S-1693	9	66	Hazard primacy means H>=Hc anywhere implies immediate elimination.
9	pentad_omega_subtractive_umk	S-1694	7	43	Slow drift cannot rescue prior hazard veto.
9	pentad_omega_subtractive_umk	S-1695	11	82	Omega runtime is bounded with elimination/propagation sweeps over graph structure.
9	pentad_omega_subtractive_umk	S-1696	6	49	Contractive tolerances converge in finite sweeps.
9	pentad_omega_subtractive_umk	S-1697	4	34	Negative instances collapse early.
9	pentad_omega_subtractive_umk	S-1698	8	46	Omega OP-0 loads seeds/codex and builds graph.
9	pentad_omega_subtractive_umk	S-1699	5	34	Omega OP-1 computes Delta vectors.
9	pentad_omega_subtractive_umk	S-1700	15	121	Omega OP-2 applies first-order elimination rules including polarity, LOW, closure, eligibility, hazard, and H∞ pre-check.
9	pentad_omega_subtractive_umk	S-1701	9	60	If frontier empty after OP-2 route to Theta<sieve-collapse>.
9	pentad_omega_subtractive_umk	S-1702	13	98	Omega OP-3 propagates constraints with recompute+re-eliminate until fixed point or empty frontier.
9	pentad_omega_subtractive_umk	S-1703	11	77	Omega OP-4 decides frontier class by component count and Boolean-path parity.
9	pentad_omega_subtractive_umk	S-1704	8	54	Omega receipts include survivor set with delta ranges.
9	pentad_omega_subtractive_umk	S-1705	11	76	Omega receipts include elimination log with rule, vertex, and delta witness.
9	pentad_omega_subtractive_umk	S-1706	8	56	Omega receipts include propagation log and frontier map.
9	pentad_omega_subtractive_umk	S-1707	9	59	Omega receipts include minimal cut sets for collapse cases.
9	pentad_omega_subtractive_umk	S-1708	7	42	Sieve Theta is absorbing at same run-card.
9	pentad_omega_subtractive_umk	S-1709	11	74	Re-entry after sieve Theta requires new winter receipts or codex revision.
9	pentad_omega_subtractive_umk	S-1710	12	82	Omega invariant requires CRL/3DL single quantization for all deltas and decisions.
9	pentad_omega_subtractive_umk	S-1711	10	63	Omega invariant enforces hazard cap at gate and along timeline.
9	pentad_omega_subtractive_umk	S-1712	10	67	Omega LOW/topology walls reject order creep and winding illegality.
9	pentad_omega_subtractive_umk	S-1713	9	70	Dyadic monotonicity forbids coarse promotion without finer hinge pass.
9	pentad_omega_subtractive_umk	S-1714	8	54	Omega hands Spring/OSCS a minimal actionable frontier.
9	pentad_omega_subtractive_umk	S-1715	10	67	Omega pre-check with H∞ avoids investing in negative drift ladders.
9	pentad_omega_subtractive_umk	S-1716	8	56	CPL reachable regions are constrained by Omega frontier.
9	pentad_omega_subtractive_umk	S-1717	9	53	Omega falsifier is hazard bypass survivor with H>=Hc.
9	pentad_omega_subtractive_umk	S-1718	12	85	Omega falsifier is topology leak where winding/holonomy breaks but frontier persists.
9	pentad_omega_subtractive_umk	S-1719	11	76	Omega falsifier is scale-law breach with promotion lacking finer hinge pass.
9	pentad_omega_subtractive_umk	S-1720	8	70	Omega falsifier is non-convergent propagation under contractive rules.
9	pentad_omega_subtractive_umk	S-1721	9	69	Omega falsifier is absorbing-Theta break at same tolerance signature.
9	pentad_omega_subtractive_umk	S-1722	10	74	Omega methods must declare run-card thresholds, budgets, and ladder level.
9	pentad_omega_subtractive_umk	S-1723	11	74	Omega methods must run DeltaQ and publish histograms and violation tables.
9	pentad_omega_subtractive_umk	S-1724	12	71	Omega methods must propagate to fixed point with full update/cull logs.
9	pentad_omega_subtractive_umk	S-1725	9	65	Omega methods must report frontier components and alternates log.
9	pentad_omega_subtractive_umk	S-1726	14	100	Omega methods must ship sieve receipt, elimination/propagation logs, frontier map, and minimal cuts.
9	pentad_omega_subtractive_umk	S-1727	13	106	Omega plain-language rule is global bouncer yielding corridor, equivalent corridors, or signed abstention.
9	pentad_omega_subtractive_umk	S-1728	8	73	Delta-Subtractive Principle is five-removal sufficiency shell for claims.
9	pentad_omega_subtractive_umk	S-1729	15	100	Claim certification is sufficient iff all Five Subtractions survive after hinge receipts on CRL/3DL.
9	pentad_omega_subtractive_umk	S-1730	7	51	Any subtraction failure yields typed Theta witness.
9	pentad_omega_subtractive_umk	S-1731	15	115	Five Subtractions are Null/Placebo, Meter Swap, Off-Ratio Dyadic Ladder, Boundary/Topology, and Memory/Brittleness.
9	pentad_omega_subtractive_umk	S-1732	6	44	Subtractive shell is fixed and front-loaded.
9	pentad_omega_subtractive_umk	S-1733	11	66	No bespoke rescue tests may be inserted at same budget/thresholds.
9	pentad_omega_subtractive_umk	S-1734	11	74	Subtractive block sits in dossier with hinge receipts and hazard timeline.
9	pentad_omega_subtractive_umk	S-1735	6	59	Subtractive principle defeats disjoint fabrication classes.
9	pentad_omega_subtractive_umk	S-1736	8	55	Passing shell enforces meter invariance and RG realism.
9	pentad_omega_subtractive_umk	S-1737	9	57	Typed witness refusals bind future runs at same settings.
9	pentad_omega_subtractive_umk	S-1738	11	69	Subtractive precondition is hinge+Pentad pass on hats with 3DL bands.
9	pentad_omega_subtractive_umk	S-1739	8	61	Execution order is fixed cheap-failure-first with early exit.
9	pentad_omega_subtractive_umk	S-1740	8	68	Null/Placebo subtraction requires collapse under matched-stats null.
9	pentad_omega_subtractive_umk	S-1741	12	94	Meter-swap subtraction requires unchanged decisions and slope-spread<=0.01 on co-located hats.
9	pentad_omega_subtractive_umk	S-1742	11	84	Off-ratio subtraction requires collapse within one dyadic level as detune increases.
9	pentad_omega_subtractive_umk	S-1743	11	90	Boundary/topology subtraction requires legal BC packing and integral winding conservation.
9	pentad_omega_subtractive_umk	S-1744	14	139	Memory/brittleness subtraction applies shuffles/time-skips/CRL-preserving perturbations with reciprocity and hazard stability requirements.
9	pentad_omega_subtractive_umk	S-1745	15	100	Fast hazard gate runs before each subtraction and slow drift is logged within subtraction timelines.
9	pentad_omega_subtractive_umk	S-1746	9	80	Subtractive invariants require CRL/3DL-only computations and lattice thresholds.
9	pentad_omega_subtractive_umk	S-1747	9	77	LOW discipline forbids temporary promotion beyond k-star during subtractions.
9	pentad_omega_subtractive_umk	S-1748	8	61	Swap tests require admissible meters and consistent catalogs.
9	pentad_omega_subtractive_umk	S-1749	9	63	Theta witnesses are append-only and immutable at same settings.
9	pentad_omega_subtractive_umk	S-1750	12	85	Subtractive evidence must include five reports with pass criteria and lattice deltas.
9	pentad_omega_subtractive_umk	S-1751	13	94	Delta-report must include hinge fits, hazard timeline, and all subtraction artifacts with CIs.
9	pentad_omega_subtractive_umk	S-1752	8	59	Subtractive falsifier is surrogate pass under null/placebo.
9	pentad_omega_subtractive_umk	S-1753	12	76	Subtractive falsifier is decision flip or spread>0.01 under admissible swap.
9	pentad_omega_subtractive_umk	S-1754	10	71	Subtractive falsifier is no off-ratio collapse beyond one dyadic level.
9	pentad_omega_subtractive_umk	S-1755	7	59	Subtractive falsifier is boundary/topology invariant break.
9	pentad_omega_subtractive_umk	S-1756	9	76	Subtractive falsifier is brittle dependence under shuffles or perturbations.
9	pentad_omega_subtractive_umk	S-1757	9	57	Methods must preregister hinge and band corridors on CRL.
9	pentad_omega_subtractive_umk	S-1758	11	68	Methods must run fixed-order shell with early exits and hazard logs.
9	pentad_omega_subtractive_umk	S-1759	9	64	Methods must publish artifact panels for each subtraction class.
9	pentad_omega_subtractive_umk	S-1760	8	45	Methods must emit and bind witnesses on fail.
9	pentad_omega_subtractive_umk	S-1761	10	71	Methods must assert shell completeness or transport claims are invalid.
9	pentad_omega_subtractive_umk	S-1762	15	104	Subtractive plain-language rule is five removals convert pretty fits into certified keys or clean Theta.
9	pentad_omega_subtractive_umk	S-1763	9	72	UMK is universal gatekeeping protocol for auditable existence decisions.
9	pentad_omega_subtractive_umk	S-1764	8	49	UMK outcomes are LOCK, ABSTAIN, or REFUSAL Theta.
9	pentad_omega_subtractive_umk	S-1765	5	26	UMK has no fourth outcome.
9	pentad_omega_subtractive_umk	S-1766	8	67	UMK applies LOW + abstention + hazard classifier across substrates.
9	pentad_omega_subtractive_umk	S-1767	10	78	UMK walks survivors through custody ledger for portability and falsifiability.
9	pentad_omega_subtractive_umk	S-1768	7	57	Abstain corresponds to high complexity without stability.
9	pentad_omega_subtractive_umk	S-1769	6	46	Lock corresponds to stable low-order survivor.
9	pentad_omega_subtractive_umk	S-1770	9	69	Theta corresponds to capacity/hard-hazard breach with witnessed stop.
9	pentad_omega_subtractive_umk	S-1771	13	68	UMK lock map is sparse and treats zero as active deletion by vacuum.
9	pentad_omega_subtractive_umk	S-1772	12	56	UMK tracks micro-decision u=(A,B,AΛ,BΛ;zeta,Phi,S,LOCK).
9	pentad_omega_subtractive_umk	S-1773	8	61	Lawful commits require descending tension E_Delta = zeta*Phi.
9	pentad_omega_subtractive_umk	S-1774	12	98	Cross-Domain Integrity Certificate claims same logic across vacuum locks, cymatics, and chemistry.
9	pentad_omega_subtractive_umk	S-1775	10	75	UMK motivation is eliminating parameter drift via certified lock addresses.
9	pentad_omega_subtractive_umk	S-1776	11	85	Particles/constants are represented as certified addresses rather than tunable reals.
9	pentad_omega_subtractive_umk	S-1777	5	35	Any uncertified candidate is Theta.
9	pentad_omega_subtractive_umk	S-1778	10	75	UMK provides cheap specific falsification via tick/guard failure witnesses.
9	pentad_omega_subtractive_umk	S-1779	15	105	Empirical backbone examples include grid lock fraction, cymatic high-Q lock rate, and chemistry lock set.
9	pentad_omega_subtractive_umk	S-1780	9	56	UMK sweep is meter-swap invariant and CRL/3DL quantized.
9	pentad_omega_subtractive_umk	S-1781	9	61	UMK LOW check rejects jagged high-order proposals to Abstain.
9	pentad_omega_subtractive_umk	S-1782	9	65	UMK stability check accepts compact efficient geometries to Lock.
9	pentad_omega_subtractive_umk	S-1783	9	57	UMK hazard/capacity check routes breach to Theta witness.
9	pentad_omega_subtractive_umk	S-1784	8	52	UMK logs all decisions with no out-of-order commits.
9	pentad_omega_subtractive_umk	S-1785	11	84	UMK landscape metaphor includes abstention plains, lock zone, and cavitation cliffs.
9	pentad_omega_subtractive_umk	S-1786	8	74	Custody Ledger ensures survivors remain meter-portable during composition.
9	pentad_omega_subtractive_umk	S-1787	11	75	Custody certificate form is Cert(n) = {rational form, audit flags, meters}.
9	pentad_omega_subtractive_umk	S-1788	14	104	Survivor construction enumerates n and applies LOW descent, micro-stability, and CRL/3DL rational sieve.
9	pentad_omega_subtractive_umk	S-1789	6	29	Survivor table is S={n:PASS}.
9	pentad_omega_subtractive_umk	S-1790	12	90	UMK invariant: zero means successful vacuum smoothing while matter is non-deleted residue.
9	pentad_omega_subtractive_umk	S-1791	9	66	UMK invariant: lawful commits require monotone descent of E_Delta.
9	pentad_omega_subtractive_umk	S-1792	8	59	Anticipatory fields may influence but cannot bypass guards.
9	pentad_omega_subtractive_umk	S-1793	6	53	Capacity/phase-debt overrun triggers Theta fail-safe.
9	pentad_omega_subtractive_umk	S-1794	12	87	Minimal exits under declared meters are lock families, cavitation, and abstention only.
9	pentad_omega_subtractive_umk	S-1795	9	82	UMK evidence includes cross-domain certificate with isomorphic failure signatures.
9	pentad_omega_subtractive_umk	S-1796	10	65	UMK evidence includes explicit lock-map semantics for 1 versus 0.
9	pentad_omega_subtractive_umk	S-1797	10	85	UMK evidence frames barriers as hazard-band and measurement-tick quality constraints.
9	pentad_omega_subtractive_umk	S-1798	9	63	UMK falsifier is reproducible fourth exit under declared meter.
9	pentad_omega_subtractive_umk	S-1799	8	62	UMK falsifier is corridor-law or quantum-limit recovery break.
9	pentad_omega_subtractive_umk	S-1800	12	76	UMK methods must declare CRL/3DL corridors, hazard bands, zeta, and budgets.
9	pentad_omega_subtractive_umk	S-1801	12	81	UMK methods must run sweep classification per coordinate and log Theta witnesses.
9	pentad_omega_subtractive_umk	S-1802	16	97	UMK methods must attach Cert(n) with rational, LOW/detune receipts, meter bands, and audit flags.
9	pentad_omega_subtractive_umk	S-1803	7	58	UMK methods must publish cross-domain certificate payload.
9	pentad_omega_subtractive_umk	S-1804	11	69	UMK methods must ship refusal classes and fixes without silent drops.
9	pentad_omega_subtractive_umk	S-1805	11	66	UMK cheap falsifier is witness-less Theta or lock without Cert(n).
9	pentad_omega_subtractive_umk	S-1806	10	68	UMK cheap falsifier is cross-domain mismatch under same guard logic.
9	pentad_omega_subtractive_umk	S-1807	12	82	UMK plain-language rule is front-door triage with active zeros and rare survivors.
9	pentad_omega_subtractive_umk	S-1808	16	100	UMK appendix examples include chemistry 12/12 locks, grid 6/64 baseline, cymatics high-Q lock ratio.
9	pentad_omega_subtractive_umk	S-1809	17	104	Make-a-lock card includes K, LOW weight e^{-0.6K}, meter, 3DL sieve, H∞ label, and subtractive receipts.
10	cpl_corridor_hinf	S-1449	14	91	CPL is the runtime state surface on three hat-valued axes: Contrast, Phase, and Luminality.
10	cpl_corridor_hinf	S-1450	7	36	CPL is evaluated on the 3DL lattice.
10	cpl_corridor_hinf	S-1451	9	51	Fixed bands partition CPL into a Fourfold Exit Map.
10	cpl_corridor_hinf	S-1452	8	82	Fourfold exits are Corridor-to-Soliton, Corridor-Only, Cavitation, and Abstention.
10	cpl_corridor_hinf	S-1453	8	45	No exits outside the Fourfold map are lawful.
10	cpl_corridor_hinf	S-1454	11	62	CPL is enforced by Hazard Gates, LOW, SHR order, and E-audits.
10	cpl_corridor_hinf	S-1455	11	53	Each window maps to a single quantized point (C,P,L).
10	cpl_corridor_hinf	S-1456	11	58	Bands and walls on CPL are fixed and cannot widen mid-run.
10	cpl_corridor_hinf	S-1457	11	72	CPL purpose is to route Snap/Hold/Release and lock-vs-refusal decisions.
10	cpl_corridor_hinf	S-1458	8	73	Contrast axis measures normalized post-null structure against background.
10	cpl_corridor_hinf	S-1459	13	90	Phase axis measures wrapped phase error relative to low-order relation and hinge corridor.
10	cpl_corridor_hinf	S-1460	10	90	Luminality axis measures permission-to-act from eligibility, hazard, and bandwidth budget.
10	cpl_corridor_hinf	S-1461	14	105	CPL combines eligibility legality, phase legality, hazard budget, and null-robust contrast on one canvas.
10	cpl_corridor_hinf	S-1462	10	65	CPL enforces finite reproducible exits under fixed CRL/3DL bands.
10	cpl_corridor_hinf	S-1463	8	62	Off-eligibility phase forcing is geometrically illegal in CPL.
10	cpl_corridor_hinf	S-1464	7	58	Amplitude-only contrast illusions are illegal CPL regions.
10	cpl_corridor_hinf	S-1465	19	124	CPL inputs include coherence K, bandwidth Gamma, capture gap epsilon, phase error e_phi, contrast statistic C, and hazard H.
10	cpl_corridor_hinf	S-1466	6	38	Capture gap epsilon is [2piK-Gamma]_+.
10	cpl_corridor_hinf	S-1467	11	72	C axis is reported as binned post-null effect with confidence intervals.
10	cpl_corridor_hinf	S-1468	10	60	P axis is distance to phase corridor including hinge status.
10	cpl_corridor_hinf	S-1469	10	55	L axis is monotone in epsilon and decreasing in hazard.
10	cpl_corridor_hinf	S-1470	11	52	L>0 iff eligibility is open and hazard is below cap.
10	cpl_corridor_hinf	S-1471	10	59	C/P/L thresholds are theory constants declared in run-card.
10	cpl_corridor_hinf	S-1472	9	76	Fourfold routing requires SHR precedence Frequency->Phase->Amplitude->Space.
10	cpl_corridor_hinf	S-1473	13	72	Corridor-to-Soliton requires C in commit band, P in phase band, and L>0.
10	cpl_corridor_hinf	S-1474	4	42	Corridor-to-Soliton requires hinge passes.
10	cpl_corridor_hinf	S-1475	8	58	Corridor-to-Soliton allows legal one phase snap if needed.
10	cpl_corridor_hinf	S-1476	5	57	Corridor-to-Soliton allows bounded amplitude reweighting.
10	cpl_corridor_hinf	S-1477	11	87	Corridor-to-Soliton allows optional space edits only if order and brittleness decrease.
10	cpl_corridor_hinf	S-1478	10	104	Corridor-to-Soliton requires Delta-Subtractive, audits, and optional H-infinity before lock publication.
10	cpl_corridor_hinf	S-1479	13	66	Corridor-Only requires P in band and L>0 with C below commit band.
10	cpl_corridor_hinf	S-1480	5	46	Corridor-Only allows transport without commit.
10	cpl_corridor_hinf	S-1481	7	57	Corridor-Only retains transport keys and continues merge.
10	cpl_corridor_hinf	S-1482	6	53	Corridor-Only amplitude edits must remain reversible.
10	cpl_corridor_hinf	S-1483	9	72	Corridor-Only space edits allowed only with order/brittleness reduction.
10	cpl_corridor_hinf	S-1484	8	42	Cavitation triggers with high C and bad P.
10	cpl_corridor_hinf	S-1485	9	70	Cavitation triggers with L<=0 during destabilized high-contrast state.
10	cpl_corridor_hinf	S-1486	9	67	Cavitation triggers immediate demotion to Theta with typed witness.
10	cpl_corridor_hinf	S-1487	7	56	Cavitation requires undo of provisional amplitude edits.
10	cpl_corridor_hinf	S-1488	4	31	Cavitation freezes space edits.
10	cpl_corridor_hinf	S-1489	5	30	Abstention triggers when L<=0.
10	cpl_corridor_hinf	S-1490	12	62	Abstention also applies when C below detect and P not in band.
10	cpl_corridor_hinf	S-1491	4	35	Abstention allows measurement only.
10	cpl_corridor_hinf	S-1492	6	44	Micro-nudges under abstention must be inert.
10	cpl_corridor_hinf	S-1493	5	45	Score-with-failed-gates is an invalid region.
10	cpl_corridor_hinf	S-1494	11	80	CPL invariant requires single 3DL quantization before all axis/band evaluations.
10	cpl_corridor_hinf	S-1495	9	56	Sub-CRL flips are inert and inadmissible in CPL routing.
10	cpl_corridor_hinf	S-1496	9	57	Eligibility wall forbids phase/amplitude edits when L<=0.
10	cpl_corridor_hinf	S-1497	9	80	Phase honesty requires mute-survival; amplitude cannot fabricate phase evidence.
10	cpl_corridor_hinf	S-1498	14	90	LOW corridor invariant requires exits #1 and #2 to survive pooling with thinning/down-set.
10	cpl_corridor_hinf	S-1499	10	60	One-snap invariant allows at most one phase snap per window.
10	cpl_corridor_hinf	S-1500	9	71	Audit supremacy means E-audits and Delta-Subtractive outrank S* scores.
10	cpl_corridor_hinf	S-1501	11	83	CPL evidence includes C-P-L trajectories with region shading and per-window labels.
10	cpl_corridor_hinf	S-1502	9	67	CPL evidence includes explicit band contracts with confidence bars.
10	cpl_corridor_hinf	S-1503	9	60	CPL evidence includes action ledger aligned to CPL movement.
10	cpl_corridor_hinf	S-1504	9	76	CPL evidence includes hinge/mirror receipts at corridor-to-soliton boundary.
10	cpl_corridor_hinf	S-1505	11	74	CPL evidence includes subtractive and audit outcomes attached to #1 exits.
10	cpl_corridor_hinf	S-1506	12	73	CPL evidence includes hazard timeline showing L>0 only at lawful actions.
10	cpl_corridor_hinf	S-1507	11	66	CPL evidence includes typed refusal witnesses for #3 and #4 exits.
10	cpl_corridor_hinf	S-1508	11	65	CPL falsifier is ungated accepted phase/amplitude edit with L<=0.
10	cpl_corridor_hinf	S-1509	7	65	CPL falsifier is corridor-to-soliton claim failing mute-survival.
10	cpl_corridor_hinf	S-1510	10	53	CPL falsifier is no pooling survival for #1/#2 exits.
10	cpl_corridor_hinf	S-1511	12	82	CPL falsifier is exit-class flip under admissible meter swap with co-located hats.
10	cpl_corridor_hinf	S-1512	8	58	CPL falsifier is sub-CRL-only leverage for exit existence.
10	cpl_corridor_hinf	S-1513	14	75	CPL methods must declare definitions of C,P,L and report as lattice counts.
10	cpl_corridor_hinf	S-1514	15	79	CPL methods must bind to SHR and gates with frequency opening L>0 before phase.
10	cpl_corridor_hinf	S-1515	7	56	CPL methods must enforce phase-in-band before amplitude.
10	cpl_corridor_hinf	S-1516	8	45	CPL methods must enforce one snap per window.
10	cpl_corridor_hinf	S-1517	10	71	CPL methods must publish shaded four-region exit map with inequalities.
10	cpl_corridor_hinf	S-1518	11	60	CPL methods must log each window exit tag and action ledger.
10	cpl_corridor_hinf	S-1519	12	75	CPL methods must run subtractive and E-audits on #1 exits before promotion.
10	cpl_corridor_hinf	S-1520	9	64	CPL methods must attach pooling/thinning plots before promotion.
10	cpl_corridor_hinf	S-1521	9	64	CPL methods must optionally attach H-infinity dossier for locks.
10	cpl_corridor_hinf	S-1522	12	73	CPL methods must publish refusal ledger for #3/#4 as binding constraints.
10	cpl_corridor_hinf	S-1523	14	63	Corridor is a maximal connected CPL set with P in band and L>0.
10	cpl_corridor_hinf	S-1524	7	45	Corridor may have contrast below commit band.
10	cpl_corridor_hinf	S-1525	11	65	Corridor corresponds to Exit #2 or pre-commit segment of Exit #1.
10	cpl_corridor_hinf	S-1526	9	62	Corridor is constrained to LOW routes and hazard-safe regions.
10	cpl_corridor_hinf	S-1527	10	69	Corridor is certified by transport keys rather than lock certificate.
10	cpl_corridor_hinf	S-1528	7	65	Filament is piecewise-dyadic concatenation of adjacent corridors.
10	cpl_corridor_hinf	S-1529	9	58	Filament must survive x2/x4 pooling with integer thinning.
10	cpl_corridor_hinf	S-1530	8	69	Filament requires bounded order and brittleness across concatenation.
10	cpl_corridor_hinf	S-1531	5	50	Filament requires eligibility-open handoff points.
10	cpl_corridor_hinf	S-1532	8	61	Filament Family is H-infinity equivalence class of filaments.
